新闻News,#genre#
中字有码 2,http://107.150.39.106:9560/youmazz2/index.m3u8?v.channelid=1923&v.type=1&ips=176.9.20.214:30184
中字有码 1,http://107.150.39.106:9560/youmazz1/index.m3u8?v.channelid=1924&v.type=1&ips=176.9.20.214:30184
无码破解,http://107.150.39.106:9560/wumapojie/index.m3u8?v.channelid=1925&v.type=1&ips=176.9.20.214:30184
FC2PPV 1,http://107.150.39.106:9560/FC2PPV1/index.m3u8?v.channelid=1926&v.type=1&ips=176.9.20.214:30184
日本强奸迷奸,http://107.150.39.106:9560/jprape/index.m3u8?v.channelid=1927&v.type=1&ips=176.9.20.214:30184
韩国演艺圈潜规则Scanda korea,http://107.150.39.106:9560/Scandakorea/index.m3u8?v.channelid=1928&v.type=1&ips=176.9.20.214:30184
J-Girl,http://107.150.39.106:9560/JGirl/index.m3u8?v.channelid=1929&v.type=1&ips=176.9.20.214:30184
猫步毒药Catwalk,http://107.150.39.106:9560/Catwalk/index.m3u8?v.channelid=1930&v.type=1&ips=176.9.20.214:30184
素人动画10musume,http://107.150.39.106:9560/10musume/index.m3u8?v.channelid=1931&v.type=1&ips=176.9.20.214:30184
XXX-AV,http://107.150.39.106:9560/XXXAV/index.m3u8?v.channelid=1932&v.type=1&ips=176.9.20.214:30184
Heyzo,http://107.150.39.106:9560/Heyzo/index.m3u8?v.channelid=1933&v.type=1&ips=176.9.20.214:30184
人妻熟女Pacopacomama,http://107.150.39.106:9560/Pacopacomama/index.m3u8?v.channelid=1934&v.type=1&ips=176.9.20.214:30184
天热素人H4610,http://107.150.39.106:9560/H4610/index.m3u8?v.channelid=1935&v.type=1&ips=176.9.20.214:30184
人妻斩C0930,http://107.150.39.106:9560/C0930/index.m3u8?v.channelid=1936&v.type=1&ips=176.9.20.214:30184
一本道1 pondo,http://107.150.39.106:9560/1pondo/index.m3u8?v.channelid=1937&v.type=1&ips=176.9.20.214:30184
东京热tokyo hot,http://107.150.39.106:9560/tokyohot/index.m3u8?v.channelid=1938&v.type=1&ips=176.9.20.214:30184
加勒比Caribbean,http://107.150.39.106:9560/Caribbean/index.m3u8?v.channelid=1939&v.type=1&ips=176.9.20.214:30184
アイドル専門チャンネルPigoo,http://104.149.128.134:9560/pigoo/index.m3u8?v.channelid=1940&v.type=1&ips=198.204.241.82:19590
VIP西方_898989,#genre#
Playboy,http://107.150.39.106:9560/playboy/index.m3u8?v.channelid=1607&v.type=1&ips=176.9.20.214:30184
Vivid Red,http://107.150.39.106:9560/vividred/index.m3u8?v.channelid=1608&v.type=1&ips=176.9.20.214:30184
Private,http://107.150.39.106:9560/private/index.m3u8?v.channelid=1609&v.type=1&ips=176.9.20.214:30184
Dorcel,http://107.150.39.106:9560/dorcel/index.m3u8?v.channelid=1610&v.type=1&ips=176.9.20.214:30184
Dorcel XXX,http://107.150.39.106:9560/dorcelxxx/index.m3u8?v.channelid=1611&v.type=1&ips=176.9.20.214:30184
Hustler TV,http://107.150.39.106:9560/hustlertv/index.m3u8?v.channelid=1612&v.type=1&ips=176.9.20.214:30184
Penthouse Gold,http://107.150.39.106:9560/penthousegold/index.m3u8?v.channelid=1614&v.type=1&ips=176.9.20.214:30184
Red Light,http://107.150.39.106:9560/RedLight/index.m3u8?v.channelid=1616&v.type=1&ips=176.9.20.214:30184
Brazzers TV,http://107.150.39.106:9560/BrazzersTV/index.m3u8?v.channelid=1617&v.type=1&ips=176.9.20.214:30184
Blue Hustler,http://107.150.39.106:9560/BlueHustler/index.m3u8?v.channelid=1618&v.type=1&ips=176.9.20.214:30184
Erox,http://107.150.39.106:9560/Erox/index.m3u8?v.channelid=1619&v.type=1&ips=176.9.20.214:30184
Vivid Touch,http://107.150.39.106:9560/VividTouch/index.m3u8?v.channelid=1639&v.type=1&ips=176.9.20.214:30184
黑珍珠Black Girl,http://107.150.39.106:9560/blackgirl/index.m3u8?v.channelid=1623&v.type=1&ips=176.9.20.214:30184
色情世界Dffnetwork,http://107.150.39.106:9560/dffnetwork/index.m3u8?v.channelid=1624&v.type=1&ips=176.9.20.214:30184
人妻出轨Shewillcheat,http://107.150.39.106:9560/shewillcheat/index.m3u8?v.channelid=1625&v.type=1&ips=176.9.20.214:30184
阿拉情色Arabsexpose,http://107.150.39.106:9560/arab/index.m3u8?v.channelid=1626&v.type=1&ips=176.9.20.214:30184
啄木鸟经典Dorcel,http://107.150.39.106:9560/zmn/index.m3u8?v.channelid=1627&v.type=1&ips=176.9.20.214:30184
老牛吃嫩草BluePill,http://107.150.39.106:9560/bluebillmen/index.m3u8?v.channelid=1628&v.type=1&ips=176.9.20.214:30184
Naughty America,http://107.150.39.106:9560/naughtyamerica/index.m3u8?v.channelid=1629&v.type=1&ips=176.9.20.214:30184
Naughty Office,http://107.150.39.106:9560/office/index.m3u8?v.channelid=1630&v.type=1&ips=176.9.20.214:30184
21Member,http://107.150.39.106:9560/21member/index.m3u8?v.channelid=1631&v.type=1&ips=176.9.20.214:30184
1ON1,http://107.150.39.106:9560/1on1/index.m3u8?v.channelid=1632&v.type=1&ips=176.9.20.214:30184
LowPornCos,http://107.150.39.106:9560/lowporncos/index.m3u8?v.channelid=1633&v.type=1&ips=176.9.20.214:30184
21Sextuary,http://107.150.39.106:9560/21sextuary/index.m3u8?v.channelid=1634&v.type=1&ips=176.9.20.214:30184
体操金丝雀,http://107.150.39.106:9560/jsq/index.m3u8?v.channelid=1635&v.type=1&ips=176.9.20.214:30184
老毛子情色,http://107.150.39.106:9560/russiarape/index.m3u8?v.channelid=1636&v.type=1&ips=176.9.20.214:30184
美国家庭乱伦,http://107.150.39.106:9560/familystrokes/index.m3u8?v.channelid=1637&v.type=1&ips=176.9.20.214:30184
欧美性艺术,http://107.150.39.106:9560/sexart/index.m3u8?v.channelid=1638&v.type=1&ips=176.9.20.214:30184
黑白大战Blacked,http://107.150.39.106:9560/blacked/index.m3u8?v.channelid=1622&v.type=1&ips=176.9.20.214:30184
Cum shots,http://107.150.39.106:9560/Cumshots/index.m3u8?v.channelid=1740&v.type=1&ips=176.9.20.214:30184
Foot Factory,http://107.150.39.106:9560/FootFactory/index.m3u8?v.channelid=1741&v.type=1&ips=176.9.20.214:30184
Legal Porn,http://107.150.39.106:9560/LegalPorn/index.m3u8?v.channelid=1742&v.type=1&ips=176.9.20.214:30184
Anikkas,http://107.150.39.106:9560/Anikkas/index.m3u8?v.channelid=1743&v.type=1&ips=176.9.20.214:30184
Blacked Raw,http://107.150.39.106:9560/BlackedRaw/index.m3u8?v.channelid=1744&v.type=1&ips=176.9.20.214:30184
Xconfession,http://107.150.39.106:9560/Xconfession/index.m3u8?v.channelid=1745&v.type=1&ips=176.9.20.214:30184
Kinpatu,http://107.150.39.106:9560/Kinpatu/index.m3u8?v.channelid=1746&v.type=1&ips=176.9.20.214:30184
Mofos,http://107.150.39.106:9560/Mofos/index.m3u8?v.channelid=1747&v.type=1&ips=176.9.20.214:30184
Fuckedand bound,http://107.150.39.106:9560/Fuckedandbound/index.m3u8?v.channelid=1748&v.type=1&ips=176.9.20.214:30184
Grandpa Fuck,http://107.150.39.106:9560/GrandpaFuck/index.m3u8?v.channelid=1749&v.type=1&ips=176.9.20.214:30184
GayVN Awards,http://107.150.39.106:9560/GayVNAwards/index.m3u8?v.channelid=1750&v.type=1&ips=176.9.20.214:30184



<?php
// 從 app 本地伺服器取得 M3U（需要在同一台機器上跑）
// 或直接把 M3U 內容貼在 $m3u 變數裡

$token = "EtoOxyL8";

// 嘗試直接從 tang.hz.cz 取得頻道列表
$m3u_url = "http://127.0.0.1:9978/proxy?do=hema&token={$token}";

$ch = curl_init();
curl_setopt_array($ch, [
    CURLOPT_URL => $m3u_url,
    CURLOPT_RETURNTRANSFER => true,
    CURLOPT_USERAGENT => "okhttp/4.9.0",
    CURLOPT_TIMEOUT => 10,
]);
$m3u = curl_exec($ch);
curl_close($ch);

// 如果抓不到，用靜態內容
if (!$m3u || strlen($m3u) < 10) {
    // 把你的 M3U 內容貼在這裡
    $m3u = <<<M3U
新闻News,#genre#
TVB无线新闻,http://127.0.0.1:9560/03tvbnews264/index.m3u8?v.channelid=1941&v.type=1&ips=15.235.117.85:32342
TVB PLUS,http://127.0.0.1:9560/04tvbj5264/index.m3u8?v.channelid=1942&v.type=1&ips=38.58.181.230:19690
NOWTV新闻,http://127.0.0.1:9560/16nownews/index.m3u8?v.channelid=1944&v.type=1&ips=15.235.117.85:32342
NOWTV财经,http://127.0.0.1:9560/18nowbusi/index.m3u8?v.channelid=1945&v.type=1&ips=38.58.181.230:19690
M3U;
}

header('Content-Type: audio/x-mpegurl; charset=utf-8');
echo "#EXTM3U\n";

$lines = explode("\n", trim($m3u));
$current_group = '';

foreach ($lines as $line) {
    $line = trim($line);
    if (empty($line)) continue;

    // 分組標題
    if (strpos($line, '#genre#') !== false) {
        $current_group = explode(',', $line)[0];
        continue;
    }

    // 跳過 #EXTM3U 開頭
    if (strpos($line, '#EXTM3U') === 0) continue;
    if (strpos($line, '#EXTINF') === 0) continue;

    $parts = explode(',', $line, 2);
    if (count($parts) < 2) continue;

    $name = trim($parts[0]);
    $url  = trim($parts[1]);

    // 解碼 base64 URL
    $real_url = $url;
    if (preg_match('#127\.0\.0\.1:\d+/([A-Za-z0-9+/=]+)$#', $url, $m)) {
        $decoded = base64_decode($m[1]);
        if ($decoded && strpos($decoded, 'http') === 0) {
            // 取出 ips 參數當作真實 IP
            if (preg_match('/ips=([^&]+)/', $decoded, $ip_match)) {
                $real_ip = urldecode($ip_match[1]);
                // 把 127.0.0.1:9560 換成真實 IP
                $real_url = str_replace('127.0.0.1:9560', $real_ip, $decoded);
                // 清除多餘參數
                $real_url = preg_replace('/[?&]v\.channelid=\d+/', '', $real_url);
                $real_url = preg_replace('/[?&]v\.type=\d+/', '', $real_url);
                $real_url = preg_replace('/[?&]ips=[^&]+/', '', $real_url);
                $real_url = rtrim($real_url, '?&');
            } else {
                $real_url = $decoded;
            }
        }
    }

    echo "#EXTINF:-1 group-title=\"{$current_group}\",{$name}\n";
    echo "{$real_url}\n";
}
?>
